sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Flag_Outlier_Cuota,Temporada,Mes,Anio,source_id,load_timestamp
1427,2024-03-17,Vallecano,Betis,2,0,H,2.5,3.25,3.0,2.51,3.31,3.0,0.4,0.3077,0.3333,1.041,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1428,2024-03-17,Villarreal,Valencia,1,0,H,2.05,3.5,3.6,2.13,3.49,3.61,0.4878,0.2857,0.2778,1.0513,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1429,2024-03-29,Cadiz,Granada,1,0,H,2.0,3.3,4.2,2.02,3.37,4.23,0.5,0.303,0.2381,1.0411,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1430,2024-03-30,Almeria,Osasuna,0,3,A,2.63,3.2,2.8,2.63,3.25,2.89,0.3802,0.3125,0.3571,1.0499,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1431,2024-03-30,Barcelona,Las Palmas,1,0,H,1.25,6.5,10.0,1.27,6.49,10.02,0.8,0.1538,0.1,1.0538,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1432,2024-03-30,Getafe,Sevilla,0,1,A,2.55,3.1,3.0,2.54,3.19,3.07,0.3922,0.3226,0.3333,1.0481,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1433,2024-03-30,Valencia,Mallorca,0,0,D,2.05,3.0,4.2,2.09,2.99,4.52,0.4878,0.3333,0.2381,1.0592,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1434,2024-03-31,Alaves,Sociedad,0,1,A,3.5,2.9,2.38,3.48,2.98,2.44,0.2857,0.3448,0.4202,1.0507,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1435,2024-03-31,Celta,Vallecano,0,0,D,1.95,3.3,4.0,1.97,3.4,4.29,0.5128,0.303,0.25,1.0659,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1436,2024-03-31,Girona,Betis,3,2,H,1.75,3.8,4.75,1.79,3.98,4.4,0.5714,0.2632,0.2105,1.0451,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1437,2024-03-31,Real Madrid,Ath Bilbao,2,0,H,1.53,4.33,6.0,1.57,4.36,5.87,0.6536,0.2309,0.1667,1.0512,0,2023/2024,3,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1438,2024-04-01,Villarreal,Ath Madrid,1,2,A,2.9,3.75,2.25,2.99,3.72,2.32,0.3448,0.2667,0.4444,1.0559,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1439,2024-04-04,Granada,Valencia,0,1,A,3.4,3.1,2.3,3.37,3.23,2.34,0.2941,0.3226,0.4348,1.0515,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1440,2024-04-12,Betis,Celta,2,1,H,2.1,3.4,3.5,2.12,3.5,3.7,0.4762,0.2941,0.2857,1.056,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1441,2024-04-13,Ath Madrid,Girona,3,1,H,1.91,3.6,3.8,1.97,3.88,3.71,0.5236,0.2778,0.2632,1.0645,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1442,2024-04-13,Cadiz,Barcelona,0,1,A,4.33,3.6,1.83,4.43,3.5,1.91,0.2309,0.2778,0.5464,1.0552,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1443,2024-04-13,Mallorca,Real Madrid,0,1,A,5.0,3.6,1.75,5.09,3.68,1.76,0.2,0.2778,0.5714,1.0492,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1444,2024-04-13,Vallecano,Getafe,0,0,D,2.2,3.0,3.7,2.26,3.07,3.77,0.4545,0.3333,0.2703,1.0581,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1445,2024-04-14,Ath Bilbao,Villarreal,1,1,D,1.75,4.0,4.33,1.78,4.02,4.47,0.5714,0.25,0.2309,1.0524,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1446,2024-04-14,Granada,Alaves,2,0,H,3.0,3.0,2.55,3.12,3.14,2.54,0.3333,0.3333,0.3922,1.0588,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1447,2024-04-14,Las Palmas,Sevilla,0,2,A,2.7,3.2,2.7,2.8,3.11,2.83,0.3704,0.3125,0.3704,1.0532,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1448,2024-04-14,Sociedad,Almeria,2,2,D,1.33,5.0,10.0,1.34,5.32,9.55,0.7519,0.2,0.1,1.0519,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1449,2024-04-15,Osasuna,Valencia,0,1,A,2.2,3.1,3.75,2.2,3.14,3.68,0.4545,0.3226,0.2667,1.0438,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1450,2024-04-19,Ath Bilbao,Granada,1,1,D,1.25,6.0,11.0,1.28,6.09,12.01,0.8,0.1667,0.0909,1.0576,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1451,2024-04-20,Celta,Las Palmas,4,1,H,1.73,3.75,5.0,1.76,3.72,4.99,0.578,0.2667,0.2,1.0447,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1452,2024-04-20,Girona,Cadiz,4,1,H,1.4,4.75,8.0,1.43,4.89,7.51,0.7143,0.2105,0.125,1.0498,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1453,2024-04-20,Valencia,Betis,1,2,A,2.2,3.2,3.5,2.25,3.28,3.52,0.4545,0.3125,0.2857,1.0528,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1454,2024-04-20,Vallecano,Osasuna,2,1,H,2.2,3.1,3.6,2.24,3.12,3.73,0.4545,0.3226,0.2778,1.0549,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1455,2024-04-21,Alaves,Ath Madrid,2,0,H,4.0,3.5,1.95,4.21,3.4,1.99,0.25,0.2857,0.5128,1.0485,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1456,2024-04-21,Almeria,Villarreal,1,2,A,3.4,3.8,2.05,3.32,3.81,2.05,0.2941,0.2632,0.4878,1.0451,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1457,2024-04-21,Getafe,Sociedad,1,1,D,3.8,3.1,2.15,3.88,3.07,2.22,0.2632,0.3226,0.4651,1.0509,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1458,2024-04-21,Real Madrid,Barcelona,3,2,H,1.85,3.8,4.0,1.88,3.96,3.99,0.5405,0.2632,0.25,1.0537,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1459,2024-04-22,Sevilla,Mallorca,2,1,H,1.95,3.1,4.5,2.02,3.02,4.81,0.5128,0.3226,0.2222,1.0576,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1460,2024-04-26,Sociedad,Real Madrid,0,1,A,2.45,3.25,2.9,2.51,3.23,3.14,0.4082,0.3077,0.3448,1.0607,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1461,2024-04-27,Alaves,Celta,3,0,H,2.75,3.1,2.7,2.7,3.09,2.95,0.3636,0.3226,0.3704,1.0566,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1462,2024-04-27,Almeria,Getafe,1,3,A,2.7,3.4,2.63,2.69,3.3,2.67,0.3704,0.2941,0.3802,1.0447,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1463,2024-04-27,Ath Madrid,Ath Bilbao,3,1,H,1.95,3.5,4.0,1.97,3.57,4.05,0.5128,0.2857,0.25,1.0485,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1464,2024-04-27,Las Palmas,Girona,0,2,A,4.5,3.8,1.75,4.49,4.04,1.77,0.2222,0.2632,0.5714,1.0568,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1465,2024-04-28,Betis,Sevilla,1,1,D,2.05,3.4,3.6,2.08,3.42,3.84,0.4878,0.2941,0.2778,1.0597,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1466,2024-04-28,Cadiz,Mallorca,1,1,D,2.5,2.9,3.2,2.69,2.85,3.23,0.4,0.3448,0.3125,1.0573,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1467,2024-04-28,Granada,Osasuna,3,0,H,2.55,3.1,3.0,2.64,3.15,2.97,0.3922,0.3226,0.3333,1.0481,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1468,2024-04-28,Villarreal,Vallecano,3,0,H,1.65,4.0,5.0,1.74,3.93,4.84,0.6061,0.25,0.2,1.0561,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1469,2024-04-29,Barcelona,Valencia,4,2,H,1.36,5.0,7.5,1.36,5.49,8.18,0.7353,0.2,0.1333,1.0686,0,2023/2024,4,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1470,2024-05-03,Getafe,Ath Bilbao,0,2,A,4.0,3.2,2.05,4.08,3.3,2.08,0.25,0.3125,0.4878,1.0503,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1471,2024-05-04,Girona,Barcelona,4,2,H,2.7,3.75,2.4,2.75,3.87,2.43,0.3704,0.2667,0.4167,1.0537,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1472,2024-05-04,Mallorca,Ath Madrid,0,1,A,3.75,3.2,2.15,3.82,3.16,2.19,0.2667,0.3125,0.4651,1.0443,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1473,2024-05-04,Real Madrid,Cadiz,3,0,H,1.33,5.25,8.5,1.35,5.53,8.54,0.7519,0.1905,0.1176,1.06,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1474,2024-05-04,Sociedad,Las Palmas,2,0,H,1.33,5.0,10.0,1.36,5.08,9.57,0.7519,0.2,0.1,1.0519,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1475,2024-05-05,Celta,Villarreal,3,2,H,2.3,3.6,2.88,2.44,3.69,2.84,0.4348,0.2778,0.3472,1.0598,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1476,2024-05-05,Osasuna,Betis,0,2,A,3.2,3.25,2.38,3.22,3.29,2.39,0.3125,0.3077,0.4202,1.0404,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1477,2024-05-05,Sevilla,Granada,3,0,H,1.65,4.0,5.25,1.67,4.08,5.18,0.6061,0.25,0.1905,1.0465,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1478,2024-05-05,Valencia,Alaves,0,1,A,2.1,3.0,4.0,2.15,2.93,4.37,0.4762,0.3333,0.25,1.0595,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1479,2024-05-05,Vallecano,Almeria,0,1,A,1.57,4.0,5.75,1.6,4.2,5.76,0.6369,0.25,0.1739,1.0609,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1480,2024-05-10,Alaves,Girona,2,2,D,3.5,3.6,2.05,3.57,3.63,2.12,0.2857,0.2778,0.4878,1.0513,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1481,2024-05-11,Ath Bilbao,Osasuna,2,2,D,1.44,4.33,7.5,1.45,4.29,7.49,0.6944,0.2309,0.1333,1.0587,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1482,2024-05-11,Granada,Real Madrid,0,4,A,5.5,4.6,1.53,5.32,4.58,1.54,0.1818,0.2174,0.6536,1.0528,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1483,2024-05-11,Mallorca,Las Palmas,1,0,H,1.65,3.5,6.5,1.62,3.32,7.34,0.6061,0.2857,0.1538,1.0456,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1484,2024-05-11,Villarreal,Sevilla,3,2,H,1.83,4.0,3.8,1.84,3.94,3.91,0.5464,0.25,0.2632,1.0596,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1485,2024-05-12,Ath Madrid,Celta,1,0,H,1.42,4.75,7.0,1.43,4.22,8.29,0.7042,0.2105,0.1429,1.0576,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1486,2024-05-12,Betis,Almeria,3,2,H,1.33,5.5,8.5,1.35,5.27,8.02,0.7519,0.1818,0.1176,1.0513,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1487,2024-05-12,Cadiz,Getafe,1,0,H,2.1,3.2,3.8,2.1,3.28,3.71,0.4762,0.3125,0.2632,1.0518,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1488,2024-05-12,Valencia,Vallecano,0,0,D,2.25,3.1,3.5,2.27,3.0,3.63,0.4444,0.3226,0.2857,1.0527,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1489,2024-05-13,Barcelona,Sociedad,2,0,H,1.8,3.6,4.5,1.79,3.74,4.39,0.5556,0.2778,0.2222,1.0556,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1490,2024-05-14,Girona,Villarreal,0,1,A,1.7,4.5,4.2,1.72,4.58,4.36,0.5882,0.2222,0.2381,1.0486,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1491,2024-05-14,Osasuna,Mallorca,1,1,D,2.8,2.9,2.88,2.88,2.92,2.96,0.3571,0.3448,0.3472,1.0492,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1492,2024-05-14,Real Madrid,Alaves,5,0,H,1.22,7.5,11.0,1.21,7.35,14.08,0.8197,0.1333,0.0909,1.0439,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1493,2024-05-15,Celta,Ath Bilbao,2,1,H,2.63,3.3,2.7,2.6,3.35,2.73,0.3802,0.303,0.3704,1.0536,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1494,2024-05-15,Getafe,Ath Madrid,0,3,A,4.75,3.4,1.83,4.78,3.53,1.78,0.2105,0.2941,0.5464,1.0511,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1495,2024-05-15,Sevilla,Cadiz,0,1,A,1.9,3.6,4.0,1.92,3.69,4.13,0.5263,0.2778,0.25,1.0541,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1496,2024-05-15,Vallecano,Granada,2,1,H,1.65,3.8,5.5,1.68,3.79,5.66,0.6061,0.2632,0.1818,1.051,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1497,2024-05-16,Almeria,Barcelona,0,2,A,6.5,5.0,1.44,6.79,5.43,1.41,0.1538,0.2,0.6944,1.0483,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1498,2024-05-16,Las Palmas,Betis,2,2,D,4.0,3.5,1.91,4.14,3.67,1.92,0.25,0.2857,0.5236,1.0593,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1499,2024-05-16,Sociedad,Valencia,1,0,H,1.6,3.9,5.75,1.66,3.75,6.0,0.625,0.2564,0.1739,1.0553,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1500,2024-05-18,Alaves,Getafe,1,0,H,2.0,3.2,4.1,2.07,3.18,4.21,0.5,0.3125,0.2439,1.0564,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1501,2024-05-19,Ath Bilbao,Sevilla,2,0,H,1.7,3.9,4.75,1.7,3.79,4.92,0.5882,0.2564,0.2105,1.0552,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1502,2024-05-19,Ath Madrid,Osasuna,1,4,A,1.4,4.5,8.0,1.39,4.87,7.58,0.7143,0.2222,0.125,1.0615,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1503,2024-05-19,Barcelona,Vallecano,3,0,H,1.25,6.0,12.0,1.26,5.94,9.7,0.8,0.1667,0.0833,1.05,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1504,2024-05-19,Betis,Sociedad,0,2,A,2.55,3.2,2.88,2.66,3.06,2.89,0.3922,0.3125,0.3472,1.0519,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1505,2024-05-19,Cadiz,Las Palmas,0,0,D,1.8,3.5,4.75,1.85,3.43,4.55,0.5556,0.2857,0.2105,1.0518,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1506,2024-05-19,Granada,Celta,1,2,A,3.7,3.6,2.0,3.81,3.53,1.98,0.2703,0.2778,0.5,1.048,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1507,2024-05-19,Mallorca,Almeria,2,2,D,1.5,4.1,7.0,1.48,4.23,6.88,0.6667,0.2439,0.1429,1.0534,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1508,2024-05-19,Valencia,Girona,1,3,A,3.0,3.5,2.3,3.05,3.58,2.25,0.3333,0.2857,0.4348,1.0538,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1509,2024-05-19,Villarreal,Real Madrid,4,4,D,3.2,3.75,2.05,3.2,3.85,2.09,0.3125,0.2667,0.4878,1.067,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1510,2024-05-24,Girona,Granada,7,0,H,1.22,6.5,12.0,1.22,7.22,10.68,0.8197,0.1538,0.0833,1.0569,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1511,2024-05-25,Almeria,Cadiz,6,1,H,2.05,3.6,3.5,2.08,3.63,3.52,0.4878,0.2778,0.2857,1.0513,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1512,2024-05-25,Osasuna,Villarreal,1,1,D,2.9,3.6,2.3,2.9,3.78,2.33,0.3448,0.2778,0.4348,1.0574,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1513,2024-05-25,Real Madrid,Betis,0,0,D,1.33,6.0,7.5,1.35,5.67,7.79,0.7519,0.1667,0.1333,1.0519,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1514,2024-05-25,Sociedad,Ath Madrid,0,2,A,2.4,3.3,3.0,2.42,3.49,2.96,0.4167,0.303,0.3333,1.053,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1515,2024-05-25,Vallecano,Ath Bilbao,0,1,A,2.88,3.5,2.38,2.87,3.54,2.45,0.3472,0.2857,0.4202,1.0531,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1516,2024-05-26,Celta,Valencia,2,2,D,1.95,3.5,3.8,1.96,3.57,3.99,0.5128,0.2857,0.2632,1.0617,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1517,2024-05-26,Getafe,Mallorca,1,2,A,2.3,3.25,3.2,2.35,3.21,3.31,0.4348,0.3077,0.3125,1.055,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1518,2024-05-26,Las Palmas,Alaves,1,1,D,2.4,3.3,3.0,2.53,3.34,2.91,0.4167,0.303,0.3333,1.053,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1519,2024-05-26,Sevilla,Barcelona,1,2,A,4.0,4.0,1.8,3.98,4.11,1.83,0.25,0.25,0.5556,1.0556,0,2023/2024,5,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1520,2024-08-15,Ath Bilbao,Getafe,1,1,D,1.48,4.0,8.0,1.48,4.12,8.24,0.6757,0.25,0.125,1.0507,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1521,2024-08-15,Betis,Girona,1,1,D,2.35,3.4,3.0,2.41,3.42,3.07,0.4255,0.2941,0.3333,1.053,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1522,2024-08-16,Celta,Alaves,2,1,H,2.0,3.2,4.1,2.05,3.37,4.12,0.5,0.3125,0.2439,1.0564,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1523,2024-08-16,Las Palmas,Sevilla,2,2,D,2.8,3.25,2.63,2.87,3.23,2.71,0.3571,0.3077,0.3802,1.0451,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1524,2024-08-17,Osasuna,Leganes,1,1,D,1.85,3.3,4.5,1.89,3.47,4.57,0.5405,0.303,0.2222,1.0658,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1525,2024-08-17,Valencia,Barcelona,1,2,A,4.75,3.8,1.73,4.89,3.85,1.75,0.2105,0.2632,0.578,1.0517,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1526,2024-08-18,Mallorca,Real Madrid,1,1,D,8.0,4.2,1.45,7.77,4.43,1.46,0.125,0.2381,0.6897,1.0528,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1527,2024-08-18,Sociedad,Vallecano,1,2,A,1.57,3.75,7.0,1.61,3.72,6.8,0.6369,0.2667,0.1429,1.0465,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1528,2024-08-19,Valladolid,Espanol,1,0,H,2.38,3.0,3.4,2.39,3.07,3.47,0.4202,0.3333,0.2941,1.0476,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1529,2024-08-19,Villarreal,Ath Madrid,2,2,D,3.3,3.7,2.1,3.43,3.68,2.12,0.303,0.2703,0.4762,1.0495,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1530,2024-08-23,Celta,Valencia,3,1,H,2.1,3.4,3.6,2.17,3.37,3.71,0.4762,0.2941,0.2778,1.0481,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1531,2024-08-23,Sevilla,Villarreal,1,2,A,2.4,3.6,2.8,2.45,3.59,2.93,0.4167,0.2778,0.3571,1.0516,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1532,2024-08-24,Barcelona,Ath Bilbao,2,1,H,1.62,4.2,5.0,1.63,4.22,5.34,0.6173,0.2381,0.2,1.0554,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1533,2024-08-24,Espanol,Sociedad,0,1,A,3.9,3.2,2.05,4.18,3.12,2.11,0.2564,0.3125,0.4878,1.0567,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1534,2024-08-24,Getafe,Vallecano,0,0,D,2.45,3.0,3.2,2.53,2.93,3.38,0.4082,0.3333,0.3125,1.054,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1535,2024-08-24,Osasuna,Mallorca,1,0,H,2.45,3.1,3.1,2.52,3.02,3.28,0.4082,0.3226,0.3226,1.0533,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1536,2024-08-25,Alaves,Betis,0,0,D,2.38,3.1,3.25,2.44,3.14,3.28,0.4202,0.3226,0.3077,1.0504,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1537,2024-08-25,Ath Madrid,Girona,3,0,H,1.6,4.1,5.5,1.6,4.35,5.47,0.625,0.2439,0.1818,1.0507,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1538,2024-08-25,Leganes,Las Palmas,2,1,H,2.25,3.0,3.6,2.33,3.0,3.78,0.4444,0.3333,0.2778,1.0556,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1539,2024-08-25,Real Madrid,Valladolid,3,0,H,1.18,7.5,15.0,1.17,8.51,16.25,0.8475,0.1333,0.0667,1.0475,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1540,2024-08-26,Villarreal,Celta,4,3,H,1.91,3.4,3.8,1.94,3.46,3.76,0.5236,0.2941,0.2632,1.0808,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1541,2024-08-27,Mallorca,Sevilla,0,0,D,2.38,3.1,3.25,2.47,3.11,3.33,0.4202,0.3226,0.3077,1.0504,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1542,2024-08-27,Vallecano,Barcelona,1,2,A,5.25,3.8,1.62,5.7,4.07,1.64,0.1905,0.2632,0.6173,1.0709,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1543,2024-08-28,Ath Bilbao,Valencia,1,0,H,1.62,3.9,5.75,1.63,3.91,5.96,0.6173,0.2564,0.1739,1.0476,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1544,2024-08-28,Ath Madrid,Espanol,0,0,D,1.3,5.25,11.0,1.29,5.48,12.02,0.7692,0.1905,0.0909,1.0506,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1545,2024-08-28,Sociedad,Alaves,1,2,A,1.7,3.5,5.75,1.71,3.58,5.78,0.5882,0.2857,0.1739,1.0479,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1546,2024-08-28,Valladolid,Leganes,0,0,D,2.3,3.0,3.6,2.34,3.02,3.64,0.4348,0.3333,0.2778,1.0459,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1547,2024-08-29,Girona,Osasuna,4,0,H,1.7,4.0,4.33,1.76,4.0,4.57,0.5882,0.25,0.2309,1.0692,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1548,2024-08-29,Las Palmas,Real Madrid,1,1,D,8.0,5.0,1.38,8.1,5.27,1.38,0.125,0.2,0.7246,1.0496,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1549,2024-08-31,Ath Bilbao,Ath Madrid,0,1,A,3.0,3.3,2.38,3.05,3.35,2.46,0.3333,0.303,0.4202,1.0565,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1550,2024-08-31,Barcelona,Valladolid,7,0,H,1.25,6.25,10.0,1.25,6.39,11.82,0.8,0.16,0.1,1.06,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1551,2024-08-31,Espanol,Vallecano,2,1,H,2.8,3.0,2.8,2.8,3.01,2.92,0.3571,0.3333,0.3571,1.0476,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1552,2024-08-31,Leganes,Mallorca,0,1,A,2.5,3.0,3.2,2.6,2.89,3.32,0.4,0.3333,0.3125,1.0458,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
1553,2024-08-31,Valencia,Villarreal,1,1,D,2.8,3.4,2.45,2.81,3.41,2.61,0.3571,0.2941,0.4082,1.0594,0,2024/2025,8,2024,football-data.co.uk,2026-05-22 12:09:26.222082
