sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Temporada,Mes,Anio,source_id,load_timestamp
17179869462,2023-04-09,Vallecano,Ath Madrid,1,2,A,4.33,3.5,1.85,4.68,3.45,1.9,0.2309,0.2857,0.5405,1.0572,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869463,2023-04-10,Barcelona,Girona,0,0,D,1.3,5.5,10.0,1.31,5.83,10.1,0.7692,0.1818,0.1,1.051,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869464,2023-04-14,Vallecano,Osasuna,2,1,H,2.2,3.1,3.6,2.22,3.13,3.87,0.4545,0.3226,0.2778,1.0549,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869465,2023-04-15,Villarreal,Valladolid,1,2,A,1.44,4.75,6.5,1.44,4.96,7.39,0.6944,0.2105,0.1538,1.0588,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869466,2023-04-15,Ath Bilbao,Sociedad,2,0,H,2.25,3.1,3.5,2.3,3.15,3.62,0.4444,0.3226,0.2857,1.0527,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869467,2023-04-15,Betis,Espanol,3,1,H,1.83,3.5,4.5,1.85,3.6,4.74,0.5464,0.2857,0.2222,1.0544,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869468,2023-04-15,Cadiz,Real Madrid,0,2,A,5.75,4.2,1.55,5.79,4.3,1.6,0.1739,0.2381,0.6452,1.0572,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869469,2023-04-16,Girona,Elche,2,0,H,1.53,4.33,6.0,1.54,4.37,6.51,0.6536,0.2309,0.1667,1.0512,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869470,2023-04-16,Getafe,Barcelona,0,0,D,6.0,3.8,1.6,6.37,3.9,1.62,0.1667,0.2632,0.625,1.0548,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869471,2023-04-16,Ath Madrid,Almeria,2,1,H,1.22,7.0,11.0,1.23,6.46,14.07,0.8197,0.1429,0.0909,1.0534,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869472,2023-04-16,Valencia,Sevilla,0,2,A,2.2,3.2,3.6,2.22,3.31,3.63,0.4545,0.3125,0.2778,1.0448,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869473,2023-04-17,Celta,Mallorca,0,1,A,1.8,3.3,5.25,1.82,3.36,5.5,0.5556,0.303,0.1905,1.0491,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869474,2023-04-21,Espanol,Cadiz,0,0,D,2.05,3.25,3.8,2.1,3.37,4.0,0.4878,0.3077,0.2632,1.0587,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869475,2023-04-22,Osasuna,Betis,3,2,H,2.55,3.2,2.88,2.7,3.18,2.92,0.3922,0.3125,0.3472,1.0519,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869476,2023-04-22,Almeria,Ath Bilbao,1,2,A,3.8,3.75,1.85,4.16,3.78,1.91,0.2632,0.2667,0.5405,1.0704,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869477,2023-04-22,Sociedad,Vallecano,2,1,H,1.67,3.5,6.0,1.67,3.69,6.17,0.5988,0.2857,0.1667,1.0512,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869478,2023-04-22,Valladolid,Girona,1,0,H,2.5,3.4,2.8,2.49,3.52,2.93,0.4,0.2941,0.3571,1.0513,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869479,2023-04-22,Real Madrid,Celta,2,0,H,1.36,5.0,9.0,1.38,5.42,8.07,0.7353,0.2,0.1111,1.0464,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869480,2023-04-23,Elche,Valencia,0,2,A,4.33,3.5,1.85,4.53,3.58,1.89,0.2309,0.2857,0.5405,1.0572,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869481,2023-04-23,Barcelona,Ath Madrid,1,0,H,1.95,3.3,4.2,1.98,3.47,4.23,0.5128,0.303,0.2381,1.0539,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869482,2023-04-23,Mallorca,Getafe,3,1,H,2.3,2.88,3.75,2.41,2.8,3.92,0.4348,0.3472,0.2667,1.0487,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869483,2023-04-23,Sevilla,Villarreal,2,1,H,2.75,3.4,2.55,2.87,3.46,2.57,0.3636,0.2941,0.3922,1.0499,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869484,2023-04-25,Cadiz,Osasuna,0,1,A,2.3,3.1,3.4,2.4,3.22,3.39,0.4348,0.3226,0.2941,1.0515,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869485,2023-04-25,Girona,Real Madrid,4,2,H,5.25,4.33,1.57,5.56,4.55,1.6,0.1905,0.2309,0.6369,1.0584,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869486,2023-04-25,Betis,Sociedad,0,0,D,2.75,3.25,2.63,2.88,3.28,2.71,0.3636,0.3077,0.3802,1.0516,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869487,2023-04-26,Ath Madrid,Mallorca,3,1,H,1.4,4.33,8.5,1.43,4.3,9.97,0.7143,0.2309,0.1176,1.0629,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869488,2023-04-26,Getafe,Almeria,1,2,A,1.91,3.3,4.5,1.9,3.53,4.53,0.5236,0.303,0.2222,1.0488,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869489,2023-04-26,Celta,Elche,1,0,H,1.3,5.25,10.0,1.33,5.33,10.76,0.7692,0.1905,0.1,1.0597,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869490,2023-04-26,Vallecano,Barcelona,2,1,H,4.75,3.75,1.73,5.02,3.84,1.75,0.2105,0.2667,0.578,1.0552,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869491,2023-04-27,Valencia,Valladolid,2,1,H,1.75,3.75,4.75,1.75,3.85,5.03,0.5714,0.2667,0.2105,1.0486,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869492,2023-04-27,Villarreal,Espanol,4,2,H,1.57,4.0,6.0,1.6,4.17,6.01,0.6369,0.25,0.1667,1.0536,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869493,2023-04-27,Ath Bilbao,Sevilla,0,1,A,1.75,3.6,4.5,1.8,3.73,4.85,0.5714,0.2778,0.2222,1.0714,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869494,2023-04-28,Osasuna,Sociedad,0,2,A,3.75,3.0,2.2,4.02,3.02,2.26,0.2667,0.3333,0.4545,1.0545,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869495,2023-04-29,Elche,Vallecano,4,0,H,4.75,3.5,1.8,4.84,3.6,1.83,0.2105,0.2857,0.5556,1.0518,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869496,2023-04-29,Real Madrid,Almeria,4,2,H,1.14,8.5,15.0,1.17,8.84,14.49,0.8772,0.1176,0.0667,1.0615,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869497,2023-04-29,Barcelona,Betis,4,0,H,1.33,5.0,9.0,1.36,5.35,9.18,0.7519,0.2,0.1111,1.063,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869498,2023-04-30,Cadiz,Valencia,2,1,H,3.1,3.1,2.45,3.04,3.25,2.56,0.3226,0.3226,0.4082,1.0533,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869499,2023-04-30,Villarreal,Celta,3,1,H,1.8,3.6,4.5,1.83,3.93,4.34,0.5556,0.2778,0.2222,1.0556,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869500,2023-04-30,Espanol,Getafe,1,0,H,2.38,3.0,3.3,2.44,3.03,3.48,0.4202,0.3333,0.303,1.0565,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869501,2023-04-30,Valladolid,Ath Madrid,2,5,A,5.5,3.8,1.65,5.41,4.12,1.66,0.1818,0.2632,0.6061,1.051,2022/2023,4,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869502,2023-05-01,Mallorca,Ath Bilbao,1,1,D,3.6,3.0,2.25,3.66,3.05,2.34,0.2778,0.3333,0.4444,1.0556,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869503,2023-05-01,Sevilla,Girona,0,2,A,1.95,3.5,3.8,2.01,3.55,4.02,0.5128,0.2857,0.2632,1.0617,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869504,2023-05-02,Almeria,Elche,2,1,H,1.62,4.33,5.0,1.63,4.37,5.42,0.6173,0.2309,0.2,1.0482,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869505,2023-05-02,Barcelona,Osasuna,1,0,H,1.14,7.5,19.0,1.19,7.5,18.0,0.8772,0.1333,0.0526,1.0632,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869506,2023-05-02,Sociedad,Real Madrid,2,0,H,2.55,3.4,2.8,2.57,3.4,2.95,0.3922,0.2941,0.3571,1.0434,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869507,2023-05-03,Valencia,Villarreal,1,1,D,2.75,3.3,2.55,2.78,3.47,2.64,0.3636,0.303,0.3922,1.0588,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869508,2023-05-03,Ath Madrid,Cadiz,5,1,H,1.29,5.5,12.0,1.28,5.86,12.9,0.7752,0.1818,0.0833,1.0403,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869509,2023-05-03,Getafe,Celta,1,0,H,2.55,3.0,3.1,2.59,3.03,3.21,0.3922,0.3333,0.3226,1.0481,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869510,2023-05-04,Girona,Mallorca,2,1,H,2.1,3.2,3.75,2.14,3.26,3.95,0.4762,0.3125,0.2667,1.0554,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869511,2023-05-04,Sevilla,Espanol,3,2,H,1.83,3.6,4.2,1.85,3.65,4.66,0.5464,0.2778,0.2381,1.0623,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869512,2023-05-04,Ath Bilbao,Betis,0,1,A,1.7,4.0,4.75,1.68,3.96,5.54,0.5882,0.25,0.2105,1.0488,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869513,2023-05-04,Vallecano,Valladolid,2,1,H,1.73,3.8,4.75,1.81,3.74,4.73,0.578,0.2632,0.2105,1.0517,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869514,2023-05-12,Mallorca,Cadiz,1,0,H,2.15,2.9,4.0,2.25,3.02,4.05,0.4651,0.3448,0.25,1.0599,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869515,2023-05-13,Sociedad,Girona,2,2,D,1.62,4.0,5.5,1.66,3.96,5.69,0.6173,0.25,0.1818,1.0491,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869516,2023-05-13,Osasuna,Almeria,3,1,H,2.05,3.5,3.6,2.09,3.68,3.61,0.4878,0.2857,0.2778,1.0513,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869517,2023-05-13,Villarreal,Ath Bilbao,5,1,H,2.1,3.5,3.4,2.17,3.56,3.5,0.4762,0.2857,0.2941,1.056,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869518,2023-05-13,Real Madrid,Getafe,1,0,H,1.55,4.0,6.5,1.59,4.18,6.11,0.6452,0.25,0.1538,1.049,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869519,2023-05-14,Celta,Valencia,1,2,A,2.2,3.3,3.4,2.32,3.22,3.5,0.4545,0.303,0.2941,1.0517,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869520,2023-05-14,Elche,Ath Madrid,1,0,H,8.0,5.0,1.36,9.07,5.3,1.36,0.125,0.2,0.7353,1.0603,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869521,2023-05-14,Valladolid,Sevilla,0,3,A,2.25,3.5,3.1,2.25,3.63,3.25,0.4444,0.2857,0.3226,1.0527,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869522,2023-05-14,Espanol,Barcelona,2,4,A,5.25,4.0,1.65,5.61,4.17,1.63,0.1905,0.25,0.6061,1.0465,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869523,2023-05-15,Betis,Vallecano,3,1,H,1.91,3.5,4.0,1.93,3.59,4.27,0.5236,0.2857,0.25,1.0593,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869524,2023-05-19,Cadiz,Valladolid,2,0,H,2.2,3.4,3.3,2.28,3.43,3.35,0.4545,0.2941,0.303,1.0517,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869525,2023-05-20,Girona,Villarreal,1,2,A,2.8,3.75,2.3,2.88,3.83,2.38,0.3571,0.2667,0.4348,1.0586,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869526,2023-05-20,Ath Bilbao,Celta,2,1,H,1.62,3.8,5.5,1.66,3.99,5.65,0.6173,0.2632,0.1818,1.0623,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869527,2023-05-20,Almeria,Mallorca,3,0,H,2.25,3.25,3.3,2.32,3.33,3.38,0.4444,0.3077,0.303,1.0552,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869528,2023-05-20,Getafe,Elche,1,1,D,1.5,4.0,7.0,1.51,4.2,7.67,0.6667,0.25,0.1429,1.0595,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869529,2023-05-20,Barcelona,Sociedad,1,2,A,1.8,3.75,4.33,1.84,3.82,4.45,0.5556,0.2667,0.2309,1.0532,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869530,2023-05-21,Vallecano,Espanol,1,2,A,2.15,3.4,3.4,2.17,3.53,3.51,0.4651,0.2941,0.2941,1.0534,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869531,2023-05-21,Ath Madrid,Osasuna,3,0,H,1.36,4.75,8.0,1.39,5.09,8.48,0.7353,0.2105,0.125,1.0708,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869532,2023-05-21,Valencia,Real Madrid,1,0,H,3.2,3.5,2.2,3.24,3.7,2.22,0.3125,0.2857,0.4545,1.0528,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869533,2023-05-21,Sevilla,Betis,0,0,D,2.3,3.3,3.1,2.37,3.42,3.18,0.4348,0.303,0.3226,1.0604,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869534,2023-05-23,Celta,Girona,1,1,D,2.0,3.5,3.75,2.05,3.54,3.87,0.5,0.2857,0.2667,1.0524,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869535,2023-05-23,Sociedad,Almeria,1,0,H,1.36,5.0,8.0,1.38,5.05,9.06,0.7353,0.2,0.125,1.0603,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869536,2023-05-23,Valladolid,Barcelona,3,1,H,3.6,3.8,1.91,3.62,3.94,2.0,0.2778,0.2632,0.5236,1.0645,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869537,2023-05-24,Elche,Sevilla,1,1,D,4.0,3.75,1.91,4.1,3.79,1.92,0.25,0.2667,0.5236,1.0402,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869538,2023-05-24,Real Madrid,Vallecano,2,1,H,1.62,4.0,5.25,1.65,4.32,5.13,0.6173,0.25,0.1905,1.0578,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869539,2023-05-24,Villarreal,Cadiz,2,0,H,1.44,4.5,7.0,1.49,4.59,7.06,0.6944,0.2222,0.1429,1.0595,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869540,2023-05-24,Betis,Getafe,0,1,A,2.0,3.2,4.2,2.08,3.28,4.12,0.5,0.3125,0.2381,1.0506,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869541,2023-05-24,Espanol,Ath Madrid,3,3,D,2.88,3.5,2.38,3.04,3.68,2.35,0.3472,0.2857,0.4202,1.0531,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869542,2023-05-25,Mallorca,Valencia,1,0,H,3.3,3.0,2.4,3.43,2.97,2.5,0.303,0.3333,0.4167,1.053,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869543,2023-05-25,Osasuna,Ath Bilbao,2,0,H,3.0,3.25,2.45,3.08,3.37,2.46,0.3333,0.3077,0.4082,1.0492,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869544,2023-05-27,Sevilla,Real Madrid,1,2,A,2.88,3.5,2.4,2.94,3.5,2.49,0.3472,0.2857,0.4167,1.0496,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869545,2023-05-28,Almeria,Valladolid,0,0,D,2.25,3.4,3.1,2.35,3.47,3.18,0.4444,0.2941,0.3226,1.0611,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869546,2023-05-28,Ath Bilbao,Elche,0,1,A,1.3,5.0,11.0,1.35,5.56,9.18,0.7692,0.2,0.0909,1.0601,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869547,2023-05-28,Ath Madrid,Sociedad,2,1,H,2.0,3.5,3.6,2.08,3.48,3.83,0.5,0.2857,0.2778,1.0635,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869548,2023-05-28,Barcelona,Mallorca,3,0,H,1.33,5.0,9.5,1.33,5.59,10.15,0.7519,0.2,0.1053,1.0571,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869549,2023-05-28,Cadiz,Celta,1,0,H,2.6,3.1,2.75,2.72,3.23,2.86,0.3846,0.3226,0.3636,1.0708,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869550,2023-05-28,Getafe,Osasuna,2,1,H,2.2,3.1,3.5,2.29,3.13,3.69,0.4545,0.3226,0.2857,1.0628,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869551,2023-05-28,Girona,Betis,1,2,A,1.95,3.6,3.6,1.99,3.71,3.91,0.5128,0.2778,0.2778,1.0684,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869552,2023-05-28,Valencia,Espanol,2,2,D,2.0,3.75,3.4,2.02,3.78,3.71,0.5,0.2667,0.2941,1.0608,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869553,2023-05-28,Vallecano,Villarreal,2,1,H,3.0,3.6,2.2,3.08,3.92,2.23,0.3333,0.2778,0.4545,1.0657,2022/2023,5,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869554,2023-06-04,Mallorca,Vallecano,3,0,H,3.0,3.3,2.38,3.1,3.41,2.4,0.3333,0.303,0.4202,1.0565,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869555,2023-06-04,Osasuna,Girona,2,1,H,2.05,3.6,3.4,2.16,3.59,3.42,0.4878,0.2778,0.2941,1.0597,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869556,2023-06-04,Real Madrid,Ath Bilbao,1,1,D,1.91,3.75,3.75,1.93,3.97,3.81,0.5236,0.2667,0.2667,1.0569,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869557,2023-06-04,Sociedad,Sevilla,2,1,H,1.73,3.9,4.6,1.72,4.17,4.65,0.578,0.2564,0.2174,1.0518,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869558,2023-06-04,Villarreal,Ath Madrid,2,2,D,2.7,3.5,2.5,2.67,3.69,2.58,0.3704,0.2857,0.4,1.0561,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869559,2023-06-04,Betis,Valencia,1,1,D,2.63,3.6,2.5,2.86,3.59,2.47,0.3802,0.2778,0.4,1.058,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869560,2023-06-04,Celta,Barcelona,2,1,H,2.6,3.8,2.5,2.61,3.85,2.57,0.3846,0.2632,0.4,1.0478,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869561,2023-06-04,Elche,Cadiz,1,1,D,2.63,3.4,2.63,2.72,3.34,2.73,0.3802,0.2941,0.3802,1.0546,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869562,2023-06-04,Espanol,Almeria,3,3,D,2.75,3.8,2.38,2.82,3.69,2.46,0.3636,0.2632,0.4202,1.047,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
17179869563,2023-06-04,Valladolid,Getafe,0,0,D,2.2,3.3,3.4,2.28,3.32,3.39,0.4545,0.303,0.2941,1.0517,2022/2023,6,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803776,2023-08-11,Almeria,Vallecano,0,2,A,2.45,3.3,2.9,2.62,3.3,2.96,0.4082,0.303,0.3448,1.056,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803777,2023-08-11,Sevilla,Valencia,1,2,A,1.91,3.5,4.2,1.95,3.47,4.48,0.5236,0.2857,0.2381,1.0474,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803778,2023-08-12,Sociedad,Girona,1,1,D,1.62,4.0,5.25,1.65,4.05,5.66,0.6173,0.25,0.1905,1.0578,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803779,2023-08-12,Las Palmas,Mallorca,1,1,D,2.4,3.0,3.3,2.45,3.02,3.46,0.4167,0.3333,0.303,1.053,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803780,2023-08-12,Ath Bilbao,Real Madrid,0,2,A,3.3,3.5,2.15,3.43,3.58,2.19,0.303,0.2857,0.4651,1.0539,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803781,2023-08-13,Celta,Osasuna,0,2,A,2.05,3.2,3.9,2.15,3.19,3.99,0.4878,0.3125,0.2564,1.0567,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803782,2023-08-13,Villarreal,Betis,1,2,A,1.75,4.0,4.2,1.81,3.98,4.43,0.5714,0.25,0.2381,1.0595,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803783,2023-08-13,Getafe,Barcelona,0,0,D,6.5,3.8,1.57,6.69,4.04,1.57,0.1538,0.2632,0.6369,1.0539,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803784,2023-08-14,Cadiz,Alaves,1,0,H,2.2,3.0,3.75,2.25,3.08,3.86,0.4545,0.3333,0.2667,1.0545,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803785,2023-08-14,Ath Madrid,Granada,3,1,H,1.3,5.5,9.5,1.31,5.76,10.3,0.7692,0.1818,0.1053,1.0563,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803786,2023-08-18,Mallorca,Villarreal,0,1,A,2.8,3.2,2.6,3.04,3.13,2.68,0.3571,0.3125,0.3846,1.0543,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803787,2023-08-18,Valencia,Las Palmas,1,0,H,1.57,3.9,6.0,1.61,4.02,6.49,0.6369,0.2564,0.1667,1.06,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803788,2023-08-19,Sociedad,Celta,1,1,D,1.73,3.4,5.5,1.76,3.54,5.57,0.578,0.2941,0.1818,1.054,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803789,2023-08-19,Almeria,Real Madrid,1,3,A,8.0,4.75,1.4,8.15,5.11,1.4,0.125,0.2105,0.7143,1.0498,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803790,2023-08-19,Osasuna,Ath Bilbao,0,2,A,2.9,3.0,2.63,2.89,3.1,2.79,0.3448,0.3333,0.3802,1.0584,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803791,2023-08-20,Girona,Getafe,3,0,H,2.05,3.1,4.0,2.06,3.22,4.31,0.4878,0.3226,0.25,1.0604,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803792,2023-08-20,Barcelona,Cadiz,2,0,H,1.2,7.0,13.0,1.21,6.9,14.96,0.8333,0.1429,0.0769,1.0531,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803793,2023-08-20,Betis,Ath Madrid,0,0,D,3.8,3.4,2.0,3.93,3.57,2.02,0.2632,0.2941,0.5,1.0573,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803794,2023-08-21,Alaves,Sevilla,4,3,H,3.3,3.1,2.35,3.45,3.1,2.41,0.303,0.3226,0.4255,1.0511,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803795,2023-08-21,Granada,Vallecano,0,2,A,2.75,3.0,2.8,2.68,3.09,3.03,0.3636,0.3333,0.3571,1.0541,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803796,2023-08-25,Las Palmas,Sociedad,0,0,D,4.33,3.1,2.0,4.23,3.36,2.04,0.2309,0.3226,0.5,1.0535,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803797,2023-08-25,Celta,Real Madrid,0,1,A,4.75,3.9,1.7,4.93,3.97,1.75,0.2105,0.2564,0.5882,1.0552,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803798,2023-08-26,Cadiz,Almeria,1,1,D,2.25,3.2,3.3,2.24,3.44,3.44,0.4444,0.3125,0.303,1.06,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803799,2023-08-26,Granada,Mallorca,3,2,H,2.6,3.0,3.0,2.71,3.03,3.05,0.3846,0.3333,0.3333,1.0513,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
25769803800,2023-08-26,Sevilla,Girona,1,2,A,2.05,3.4,3.6,2.1,3.52,3.73,0.4878,0.2941,0.2778,1.0597,2023/2024,8,2023,football-data.co.uk,2026-05-11 11:53:34.057291
